Age,Monthly Income (INR),Risk Appetite,Time Horizon (Years),Investment Goal,Recommended SIP Funds,score,Predicted Score,Cluster
55,25966,0,10,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",7803.099999999999,7842.429964289185,0
49,106779,2,5,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",32045.199999999997,32076.18336837592,2
41,109592,1,16,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",32889.19999999999,32838.271698031676,1
35,56437,2,4,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",16939.6,16890.99631042015,2
59,112690,2,3,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",33820.0,33835.40751756553,2
46,25396,1,12,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",7630.899999999999,7532.354048960693,0
55,124590,1,20,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",37392.399999999994,37379.33286377324,0
34,88050,1,11,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",26424.4,26458.09937507917,0
45,125848,2,18,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",37767.4,37765.8281538882,2
60,107859,1,10,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",32372.199999999997,32398.332701463278,0
40,147678,2,7,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",44313.200000000004,44485.11625146222,2
30,56556,1,18,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",16976.899999999998,17079.19772795482,0
56,32293,1,6,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",9700.800000000001,9713.832209730912,0
30,114305,1,13,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",34300.399999999994,34285.39673871318,1
60,57763,2,11,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",17343.8,17380.896338656024,2
52,63297,0,16,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",19002.7,18947.09449721506,1
35,118411,1,9,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",35532.49999999999,35554.50870646231,0
24,110103,2,14,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",33039.20000000001,33061.65941233402,2
39,140419,2,19,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",42137.8,42159.95564596333,2
28,119357,1,16,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",35816.09999999999,35831.14964110106,1
53,46236,1,12,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",13884.3,13879.833293871465,0
22,94817,0,15,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",28452.5,28447.38172556812,1
48,120207,2,12,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",36074.6,36099.52663839,2
36,20198,0,13,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",6069.3,6197.499983045009,1
49,74732,2,7,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",22431.2,22432.680397038548,2
36,35342,0,7,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",10611.5,10618.027669441864,0
32,95892,0,16,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",28777.4,28770.471332384364,0
22,110127,2,3,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",33043.6,33057.0456364614,2
23,102156,0,14,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",30654.499999999996,30695.75569485668,0
52,117030,2,18,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",35123.700000000004,35149.16243416373,2
37,90259,0,10,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",27087.300000000003,27118.471343143123,0
28,67256,2,9,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",20184.699999999997,20135.128225756158,2
29,93112,1,13,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",27942.299999999996,27967.008606243347,1
45,78200,2,18,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",23473.3,23372.574499859616,2
30,29850,1,1,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",8961.7,8907.543971180216,0
43,129607,1,1,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",38891.29999999999,38911.97100544755,0
33,132649,0,7,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",39802.899999999994,39788.25082701801,0
47,42471,2,14,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",12753.999999999998,12787.960007403974,2
32,40846,0,5,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",12261.199999999999,12311.35444403289,1
31,132395,0,20,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",39728.799999999996,39802.335760844966,1
50,62115,1,16,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",18648.2,18649.27444176708,0
34,46361,0,19,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",13918.999999999998,13888.265112876183,1
35,46965,0,16,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",14099.7,14087.245761840673,1
44,121728,1,10,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",36529.6,36495.514194188945,0
26,147440,2,14,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",44240.4,44300.5510588106,2
51,112646,2,10,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",33806.399999999994,33819.237723613085,2
51,109112,2,2,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",32744.600000000002,32677.08326981168,2
42,102686,1,2,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",30815.000000000004,30838.117897270073,0
23,136640,0,8,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",40998.2,41009.732611948326,1
53,123212,0,13,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",36976.799999999996,36918.29983459343,1
47,143306,2,12,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",43004.0,42971.492033278344,2
25,41484,0,10,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",12452.499999999998,12436.714542942666,0
43,147141,0,4,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",44151.7,44087.47268560462,1
39,114008,2,4,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",34211.600000000006,34203.15014470693,2
28,22541,1,2,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",6768.5,6493.352952050122,1
27,134855,2,2,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",40462.700000000004,40293.40159086742,2
33,36163,1,16,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",10859.100000000002,10854.821991782583,0
43,27370,0,13,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",8222.2,8228.172969479338,1
55,45640,2,9,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",13705.4,13753.760548192142,2
33,69689,1,5,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",20914.5,20929.82786035378,1
32,62017,0,13,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",18614.3,18639.741289439477,0
20,122575,0,5,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",36777.5,36862.012434712946,1
46,62820,0,19,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",18859.0,18923.258964296554,1
24,66383,0,13,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",19922.599999999995,19912.956537578655,0
49,131937,2,19,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",39595.40000000001,39588.90277249857,2
59,137210,1,2,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",41175.4,41150.42677884223,1
43,42593,1,8,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",12788.300000000001,12797.327583810085,1
23,126833,2,8,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",38056.6,38085.83011712126,2
50,69436,1,1,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",20841.4,20858.98188656618,0
27,102552,1,2,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",30771.7,30822.44532441468,1
48,104193,2,16,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",31271.399999999998,31284.771236295193,2
43,111517,1,15,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",33467.2,33435.16014703617,0
54,42181,2,3,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",12666.399999999998,12592.387472352522,2
59,135492,2,16,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",40663.3,40639.48701191789,2
59,100862,2,15,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",30273.8,30229.232315593243,2
52,27256,0,8,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",8189.099999999999,8221.418498045268,0
29,41326,0,7,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",12404.999999999998,12434.201048000123,1
42,74677,1,4,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",22412.5,22446.46524518575,1
29,109697,0,2,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",32915.600000000006,32924.56046729971,0
34,121903,0,1,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",36578.200000000004,36575.37737417389,0
52,73067,1,8,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",21932.5,21999.962533560807,0
51,101857,1,5,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",30568.6,30504.082956637947,1
58,87878,0,8,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",26376.899999999994,26431.63598944677,0
49,114964,1,6,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",34500.59999999999,34486.724241174066,0
28,54187,0,17,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",16265.3,16225.416847250395,0
36,138498,2,6,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",41558.299999999996,41633.793111133,2
54,144631,1,17,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",43403.7,43386.20291930994,1
23,92148,2,16,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",27652.899999999998,27606.349119009676,2
35,115728,1,20,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",34729.7,34669.622711577365,1
57,67872,1,15,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",20376.5,20345.0358389835,0
57,28113,0,18,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",8449.1,8424.37724740419,0
55,62261,1,17,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",18693.100000000002,18722.050956048024,0
59,129888,1,1,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",38978.6,39035.583814575475,1
23,33663,1,4,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",10104.7,10057.4789319553,0
23,57740,2,2,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",17327.600000000002,17340.290570094763,2
20,92556,1,12,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",27773.5,27765.432569529396,1
28,50468,1,16,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",15149.7,15194.977151412997,0
22,75880,2,14,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",22771.9,22773.834100467244,2
43,74631,0,16,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",22401.199999999997,22417.247819374676,1
49,95682,1,9,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",28716.399999999998,28700.937621271463,1
26,82681,0,2,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",24810.2,24825.98483595699,0
52,110624,0,19,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",33201.6,33162.33498721631,0
34,120103,2,4,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",36039.20000000001,36036.50347539051,2
53,94516,2,19,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",28369.8,28460.878701512916,2
21,122691,1,13,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",36814.29999999999,36884.7753991088,1
46,96780,2,9,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",29045.5,29073.149481754324,2
34,48721,2,15,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",14626.799999999997,14650.83190107055,2
59,39188,0,10,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",11770.3,11765.76227102888,1
59,41493,1,16,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",12463.4,12413.72845359055,0
55,98183,1,14,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",29469.1,29459.770296083694,0
48,145844,2,18,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",43766.899999999994,43808.062676739195,2
46,74725,1,3,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",22427.8,22431.6658934748,0
45,30123,1,12,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",9048.7,9096.38205405524,0
41,145545,1,4,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",43672.799999999996,43690.46853006403,1
60,90015,2,6,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",27018.2,26932.21732855665,2
27,135377,0,3,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",40619.4,40609.116725334425,0
44,126704,0,10,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",38022.3,38082.04658696158,0
20,83343,0,10,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",25009.199999999997,25042.791796995574,0
56,120659,2,12,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",36211.899999999994,36144.74999999636,2
38,56240,0,1,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",16880.1,16890.415120684152,0
36,66205,1,2,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",19869.4,19927.490054963182,1
52,133958,1,15,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",40201.1,40282.180987654465,1
28,59730,1,9,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",17926.899999999998,17958.656683885114,0
45,74526,2,18,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",22371.1,22382.061602501948,2
31,126788,0,16,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",38045.799999999996,38122.85815213321,1
56,69675,2,15,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",20917.2,20942.484575101244,2
27,34056,1,12,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",10225.0,10252.42393011937,0
34,26886,1,7,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",8074.199999999999,8064.929100211084,1
32,81716,1,4,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",24522.5,24564.86324754325,0
32,42909,2,5,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",12880.799999999997,12999.529124539908,2
49,96075,1,12,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",28835.0,28875.977492150007,1
23,101670,0,10,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",30507.899999999998,30487.842064189732,0
49,99014,1,3,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",29714.999999999996,29731.146874500333,0
33,99421,1,2,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",29833.6,29845.907686484356,1
50,111997,1,19,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",33613.4,33570.826151432906,0
32,105937,1,11,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",31790.0,31763.32529958841,1
39,100201,0,8,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",30069.999999999996,30027.259909574674,0
22,71477,2,16,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",21451.4,21501.555296823008,2
28,123907,0,16,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",37181.2,37118.3989207967,0
31,45032,2,19,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",13520.2,13516.822664360405,2
23,34785,0,4,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",10441.1,10467.04251660831,0
33,88954,0,13,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",26695.499999999996,26728.22116710079,1
49,104003,0,10,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",31212.999999999996,31185.23060557143,0
35,20210,0,17,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",6073.7,6216.4072010590535,0
34,107763,1,6,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",32337.3,32270.991106908623,0
54,59847,1,2,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",17965.8,17944.045311984006,0
23,31780,1,13,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",9541.600000000002,9524.201201572627,0
33,130423,1,14,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",39136.8,39175.81315468494,0
54,79958,1,18,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",24002.099999999995,24039.314858796584,1
59,93339,2,11,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",28016.4,28003.234764201,2
32,110473,1,14,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",33151.600000000006,33152.83580983406,0
22,120392,1,10,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",36124.2,36124.15610606382,1
55,27946,1,17,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",8398.6,8419.224839952634,0
43,85494,0,2,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",25657.5,25513.343783593813,0
40,111285,2,3,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",33394.8,33416.85427965837,2
30,120484,0,20,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",36155.2,36121.21919459112,1
39,52089,1,10,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",15636.699999999999,15681.48480481037,1
57,149856,0,14,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",44971.2,44638.97936808181,0
56,40163,2,10,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",12062.5,12048.723645161388,2
41,65899,1,11,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",19780.4,19695.830029640714,1
22,33745,1,1,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",10128.300000000001,10113.65014679647,1
43,58846,1,13,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",17665.299999999996,17643.849140326853,1
55,135513,0,2,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",40665.5,40627.29834297142,0
53,82027,0,6,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",24620.1,24583.850604165713,0
56,97667,2,8,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",29313.5,29285.173532341494,2
52,139663,1,2,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",41910.1,41986.38406805161,0
52,147219,2,1,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",44176.899999999994,44169.25095185018,2
39,58839,1,10,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",17661.8,17639.329665684894,1
44,62220,2,2,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",18675.7,18627.964422206514,2
49,81224,0,3,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",24377.8,24432.19188438766,0
25,81012,1,8,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",24310.399999999998,24315.59446728575,1
32,147463,2,10,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",44248.00000000001,44244.11258271141,2
27,51777,2,1,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",15539.3,15645.017326859204,2
30,25149,2,12,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",7553.499999999999,7548.397691995285,2
25,82407,2,12,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",24730.2,24704.1794376722,2
37,103320,2,12,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",31006.400000000005,31016.651542205906,2
59,67220,0,15,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",20181.0,20152.358466007994,0
22,69570,0,14,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",20878.3,20870.453035883256,1
33,110241,1,10,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",33081.399999999994,33065.29184066731,0
48,82506,1,8,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",24763.499999999996,24750.23660251062,0
45,117672,2,19,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",35314.8,35319.49498165709,2
23,48497,0,5,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",14554.800000000001,14519.181214224485,1
43,108452,2,5,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",32545.699999999997,32524.237406249464,2
