AMC,Fund Name,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,Fund Manager,AUM,Category,Risk,score,Predicted Score,Cluster
dsp mutual fund,DSP Savings-G,4,3,0.58%,49.7,7.3,5.75,Rs.100.0,Kedar Karnik,4511.94,Debt,Low to Moderate,8.22,8.158159019431782,0
dsp mutual fund,DSP Arbitrage Reg-G,0,3,0.52%,14.18,7.49,5.82,Rs.100.0,Kedar Karnik,5945.37,Hybrid,Low,8.324000000000002,8.294725676074561,0
dsp mutual fund,DSP Floater Reg-G,3,1,0.88%,12.36,8.86,6.14,Rs.100.0,Kedar Karnik,804.65,Debt,Moderate,7.0,6.993979309416029,2
lic mutual fund,LIC MF Gold ETF FoF-G,0,3,3.80%,19.44,23.72,14.57,Rs.1000.0,Khozem Zakiuddin Jabalpurwala,57.46,Other,High,18.316,18.36434796226146,2
nippon india mutual fund,Nippon India Strategic Debt-G,1,3,0.79%,14.48,7.69,5.15,Rs.100.0,Kinjal Desai,117.33,Debt,Moderately High,8.136000000000001,8.14440509324642,0
hdfc mutual fund,HDFC NIFTY50 Equal Weight Index Reg-G,0,4,5.80%,18.04,37.81,19.3,Rs.100.0,Krishan Kumar Daga,1404.07,Other,Low ,26.844,26.864501463591584,1
hdfc mutual fund,HDFC Index Nifty 50,3,3,5.06%,238.7,27.26,14.29,Rs.100.0,Krishan Kumar Daga,18127.0,Other,Very High,19.62,19.625635849971438,2
hdfc mutual fund,HDFC Gold-G,0,4,3.69%,22.28,23.2,14.49,Rs.100.0,Krishan Kumar Daga,2294.93,Other,Very High,19.076,18.864608656227283,0
hdfc mutual fund,HDFC Index Fund - BSE Sensex,3,2,4.99%,762.43,23.86,13.45,Rs.100.0,Krishan Kumar Daga,7774.9,Other,Very High,16.924,16.919011535546446,2
mahindra manulife mutual fund,Mahindra Manulife Focused Reg-G,4,4,5.07%,27.89,47.22,22.97,Rs.500.0,Krishna Sanghvi,1784.83,Equity,Moderately High ,32.076,32.02935451968798,1
invesco mutual fund,Invesco IndiaLow Duration-G,4,3,0.57%,3563.24,7.28,5.65,Rs.100.0,Krishna Venkat Cheemalapati,1405.99,Debt,Low to Moderate,8.172,8.25759675420704,0
invesco mutual fund,Invesco India Corporate Bond-G,3,3,0.83%,2976.64,7.88,5.32,Rs.100.0,Krishna Venkat Cheemalapati,4053.26,Debt,Moderate,8.280000000000001,8.18831129108727,0
invesco mutual fund,Invesco India Overnight Reg-G,0,4,0.54%,1242.89,6.77,5.63,Rs.100.0,Krishna Venkat Cheemalapati,506.9,Debt,Low,8.96,8.996217221239561,0
invesco mutual fund,Invesco India Gilt-G,3,3,1.49%,2709.77,10.96,5.99,Rs.100.0,Krishna Venkat Cheemalapati,966.15,Debt,Moderate,9.780000000000001,9.576189601771677,0
invesco mutual fund,Invesco India Banking and PSU-G,3,1,0.86%,2127.15,8.13,4.72,Rs.1000.0,Krishna Venkat Cheemalapati,100.61,Debt,Moderate,6.140000000000001,6.088625606304936,2
invesco mutual fund,Invesco India Credit Risk Reg-G,3,3,0.72%,1784.07,8.94,6.54,Rs.1000.0,Krishna Venkat Cheemalapati,140.33,Debt,Moderately High,9.192,9.07346589891793,0
invesco mutual fund,Invesco India Medium Duration Reg-G,2,2,0.82%,1164.47,7.76,4.73,Rs.1000.0,Krishna Venkat Cheemalapati,242.91,Debt,Moderate,6.996,6.991710868117245,2
invesco mutual fund,Invesco India Short Duration-G,3,2,0.72%,3347.01,7.79,4.98,Rs.1000.0,Krishna Venkat Cheemalapati,394.53,Debt,Moderate,7.1080000000000005,6.991424063292115,2
invesco mutual fund,Invesco India Money Market-G,4,3,0.58%,2872.8,7.32,5.69,Rs.1000.0,Krishna Venkat Cheemalapati,4530.33,Debt,Low to Moderate,8.204,8.234906802421484,0
invesco mutual fund,Invesco India Gold ETF FoF-G,0,3,3.47%,21.09,22.54,14.42,Rs.500.0,Krishna Venkat Cheemalapati,77.35,Other,High,17.784000000000002,17.649132091462384,2
aditya birla sun life mutual fund,Aditya Birla SL Pure Value Reg-G,2,1,4.75%,133.05,42.11,22.45,Rs.100.0,Kunal Sangoi,6732.46,Equity,High ,26.824,26.934600730753772,2
dsp mutual fund,DSP Short Term-G,4,3,0.67%,43.71,7.33,5.15,Rs.100.0,Laukik Bagwe,3219.46,Debt,Moderate,7.992000000000001,7.936286320571203,0
dsp mutual fund,DSP Dynamic Asset Allocation Reg-G,2,2,2.46%,26.49,20.92,9.9,Rs.100.0,Laukik Bagwe,3237.18,Hybrid,Moderate,14.328000000000001,14.183002835062672,2
sbi mutual fund,SBI Credit Risk-G,4,3,0.62%,42.74,7.91,6.45,Rs.500.0,Lokesh Mallya,2370.34,Debt,High,8.744,8.652380434714907,0
aditya birla sun life mutual fund,Aditya Birla SL Arbitrage Reg-G,0,3,0.51%,25.18,7.59,5.87,Rs.100.0,Lovelish Solanki,13315.96,Hybrid,Low,8.384,8.411083812939978,0
aditya birla sun life mutual fund,Aditya Birla SL Nifty Smallcap 50 Index Reg-G,0,1,9.74%,22.38,60.2,19.67,Rs.100.0,Lovelish Solanki,258.53,Other,Very High ,32.94800000000001,35.452302739510685,1
aditya birla sun life mutual fund,Aditya Birla SL Nifty Midcap 150 Index Reg-G,0,3,5.41%,24.48,47.26,25.83,Rs.100.0,Lovelish Solanki,273.49,Other,Very High,32.236000000000004,32.223009063423405,1
aditya birla sun life mutual fund,Aditya Birla SL Nifty 50 Equal Weight Index R,0,4,5.79%,18.37,37.47,19.06,Rs.100.0,Lovelish Solanki,319.29,Other,Low ,26.612,26.217840569146883,1
aditya birla sun life mutual fund,Aditya Birla SL Gold Reg-G,0,1,2.26%,21.6,19.96,13.57,Rs.100.0,Lovelish Solanki,371.06,Other,High,14.412000000000003,15.00342717823022,2
aditya birla sun life mutual fund,Aditya Birla SL Balanced Advantage Reg-G,3,3,3.34%,102.92,22.71,12.16,Rs.100.0,Lovelish Solanki,7560.12,Hybrid,Very High,16.948000000000004,16.917918626750325,2
aditya birla sun life mutual fund,Aditya Birla SL Nifty 50 Index Reg-G,2,2,5.05%,254.93,27.13,14.11,Rs.100.0,Lovelish Solanki,989.85,Other,Very High,18.496000000000002,18.537284287803764,2
mirae asset mutual fund,Mirae Asset Money Market Reg-G,3,2,0.60%,1186.87,7.38,5.76,Rs.500.0,Mahendra Kumar Jajoo,1235.28,Debt,Low to Moderate,7.256,7.267550301631887,2
mirae asset mutual fund,Mirae Asset Equity Savings Reg-G,4,4,2.70%,19.41,17.42,10.31,Rs.500.0,Mahendra Kumar Jajoo,1279.19,Hybrid,Moderately High,15.092000000000002,15.103337848720868,0
mirae asset mutual fund,Mirae AssetLow Duration Reg-G,3,3,0.56%,2129.31,7.12,5.48,Rs.500.0,Mahendra Kumar Jajoo,1430.22,Debt,Moderate,8.040000000000001,8.008644296393452,0
mirae asset mutual fund,Mirae Asset Dynamic Bond Reg-G,2,2,0.57%,15.23,6.92,4.28,Rs.500.0,Mahendra Kumar Jajoo,147.49,Debt,Low to Moderate,6.48,6.549914778617953,2
mirae asset mutual fund,Mirae Asset Ultra Short Duration Reg-G,4,5,0.60%,1232.44,7.49,6.05,Rs.500.0,Mahendra Kumar Jajoo,1611.12,Debt,Moderate,10.416,10.359488748291817,0
mirae asset mutual fund,Mirae Asset Arbitrage Reg-G,0,3,0.50%,12.38,7.6,5.83,Rs.500.0,Mahendra Kumar Jajoo,2560.2,Hybrid,Low,8.372,8.397606412562567,0
mirae asset mutual fund,Mirae Asset Short Duration Reg-G,2,3,0.68%,14.76,7.23,5.12,Rs.500.0,Mahendra Kumar Jajoo,339.54,Debt,Moderate,7.940000000000001,7.880542162338093,0
mirae asset mutual fund,Mirae Asset Corporate Bond Reg-G,2,2,0.68%,11.95,7.33,5.07,Rs.500.0,Mahendra Kumar Jajoo,49.21,Debt,Moderate,6.960000000000001,6.962938941055691,2
mirae asset mutual fund,Mirae Asset Banking and PSU Reg-G,3,2,0.63%,12.15,7.35,5.09,Rs.500.0,Mahendra Kumar Jajoo,58.02,Debt,Moderate,6.976,6.962938941055691,2
mirae asset mutual fund,Mirae Asset Aggressive Hybrid Reg-G,3,3,5.11%,32.16,27.26,13.66,Rs.500.0,Mahendra Kumar Jajoo,9380.6,Hybrid,Very High,19.368000000000002,19.568938135957488,2
hsbc mutual fund,HSBC Overnight Reg-G,0,3,0.53%,1281.56,6.71,5.59,Rs.1000.0,Mahesh A Chhabria,2445.22,Debt,Low,7.92,7.881448703178074,0
hsbc mutual fund,HSBC Ultra Short Duration Reg-G,3,4,0.57%,1277.25,7.25,5.89,Rs.1000.0,Mahesh A Chhabria,3384.84,Debt,Low to Moderate,9.256,9.25740526221853,0
hsbc mutual fund,HSBC Banking and PSU Debt-G,3,2,0.55%,22.73,7.03,4.51,Rs.1000.0,Mahesh A Chhabria,4600.16,Debt,Low to Moderate,6.6160000000000005,6.622994243230253,2
aditya birla sun life mutual fund,Aditya Birla SL Infrastructure Reg-G,2,1,4.00%,100.82,47.53,26.85,Rs.100.0,Mahesh Patil,1252.41,Equity,High ,30.752000000000002,31.340393162244997,1
aditya birla sun life mutual fund,Aditya Birla SL Frontline Equity Reg-G,4,3,5.48%,534.17,33.48,16.42,Rs.100.0,Mahesh Patil,30606.69,Equity,Moderately High ,22.96,22.815929465547196,1
aditya birla sun life mutual fund,Aditya Birla SL Frontline Equity Reg-G Trigge,4,3,5.48%,534.17,33.48,16.42,Rs.100.0,Mahesh Patil,30606.69,Equity,Moderately High ,22.96,22.815929465547196,1
aditya birla sun life mutual fund,Aditya Birla SL Focused Reg-G,3,2,5.76%,142.64,36.17,16.14,Rs.100.0,Mahesh Patil,8023.04,Equity,Moderately High ,22.924000000000003,23.19642701096725,2
icici prudential mutual fund,ICICI Pru Regular Gold Savings (FOF)-G,0,3,3.73%,23.06,23.47,14.49,Rs.100.0,Manish Banthia,1067.06,Other,High,18.184,17.90680572499123,2
icici prudential mutual fund,ICICI Pru Retirement - Pure Debt Plan-G,0,2,0.68%,14.23,7.03,4.93,Rs.100.0,Manish Banthia,119.53,Other,Moderate,6.784000000000001,6.671129909646547,2
icici prudential mutual fund,ICICI Pru Debt Management (FOF)-G,5,4,0.71%,42.09,8.22,5.96,Rs.100.0,Manish Banthia,128.12,Other,Moderately High,9.672,9.737087945920305,0
icici prudential mutual fund,ICICI Pru All Seasons Bond-G,5,5,0.86%,34.61,8.27,6.28,Rs.100.0,Manish Banthia,12845.9,Debt,Moderately High,10.82,10.822874999587563,0
icici prudential mutual fund,ICICI Pru Regular Savings-G,5,4,1.87%,71.97,15.06,9.84,Rs.100.0,Manish Banthia,3380.2,Hybrid,High,13.96,13.89549179934214,0
icici prudential mutual fund,ICICI Pru Retirement Fund - Hybrid Conservati,0,3,2.06%,16.48,15.4,9.17,Rs.100.0,Manish Banthia,64.86,Other,Moderately High,12.828,12.523774759493051,0
icici prudential mutual fund,ICICI Pru Retirement - Hybrid Aggressive Plan,0,4,5.14%,25.36,40.97,20.05,Rs.100.0,Manish Banthia,642.23,Other,Moderate ,28.408,28.32418825396795,1
icici prudential mutual fund,ICICI Pru Credit Risk-G,4,2,0.79%,29.73,8.62,6.63,Rs.100.0,Manish Banthia,6569.99,Debt,Low,8.1,8.090424561748588,2
icici prudential mutual fund,ICICI Pru Retirement - Pure Equity Plan-G,0,5,6.21%,31.28,47.62,27.03,Rs.100.0,Manish Banthia,979.54,Other,Moderate ,34.86,34.61917810241834,1
icici prudential mutual fund,ICICI Pru Ultra Short Term-G,5,3,0.57%,26.12,7.26,5.91,Rs.1000.0,Manish Banthia,14967.8,Debt,Moderate,8.268,8.300513341490632,0
icici prudential mutual fund,ICICI Pru Short Term-G,4,4,0.66%,56.36,7.7,6.16,Rs.1000.0,Manish Banthia,19611.12,Debt,Moderate,9.544,9.475164181493525,0
icici prudential mutual fund,ICICI Pru Income Optimizer (FOF)-G,3,5,1.98%,59.92,15.1,11.33,Rs.1000.0,Manish Banthia,274.68,Other,Moderately High,15.572,15.256504037948929,0
icici prudential mutual fund,ICICI Pru Bond-G,4,4,0.95%,37.65,8.67,5.87,Rs.1000.0,Manish Banthia,2942.22,Debt,Moderate,9.816,9.835514580618483,0
icici prudential mutual fund,ICICI Pru Medium Term Bond-G,4,4,0.82%,41.86,7.83,5.98,Rs.1000.0,Manish Banthia,6010.66,Debt,Moderately High,9.524000000000001,9.546976168378455,0
nippon india mutual fund,Nippon India Passive Flexicap FoF Reg-G,0,3,5.14%,21.57,36.52,17.23,Rs.100.0,Manish Gunwani,252.11,Other,Moderate ,24.500000000000004,24.37939482625042,1
nippon india mutual fund,Nippon India Growth-G,4,4,6.58%,4187.22,51.68,27.44,Rs.100.0,Manish Gunwani,33706.68,Equity,High ,35.648,35.89055095184338,1
nippon india mutual fund,Nippon India Flexi Cap Reg-G,0,3,5.60%,17.52,36.95,18.65,Rs.100.0,Manish Gunwani,8454.96,Equity,Very High,25.240000000000002,25.33093947554105,1
nippon india mutual fund,Nippon India Balanced Advantage-G,3,3,3.09%,174.18,24.89,12.79,Rs.100.0,Manish Gunwani,8802.55,Hybrid,Very High,18.072000000000003,18.127292351860014,2
lic mutual fund,LIC MF Short Duration Reg-G,2,1,0.69%,13.7,7.28,4.83,Rs.1000.0,Marzban Irani,108.26,Debt,Moderate,5.844,5.89352365944548,2
lic mutual fund,LIC MF Banking & PSU-G,3,3,0.74%,32.6,7.52,5.26,Rs.1000.0,Marzban Irani,1540.53,Debt,Moderate,8.112,8.08075443951198,0
lic mutual fund,LIC MF Medium to Long Duration -G,3,3,0.98%,67.88,8.16,5.5,Rs.1000.0,Marzban Irani,174.38,Debt,Moderate,8.464,8.507026654558327,0
lic mutual fund,LIC MF Gilt PF-G,3,2,1.26%,32.87,8.87,5.18,Rs.1000.0,Marzban Irani,72.22,Debt,Moderate,7.62,7.600885035354577,2
lic mutual fund,LIC MF Gilt-G,3,2,1.26%,56.92,8.87,5.18,Rs.1000.0,Marzban Irani,72.22,Debt,Moderate,7.62,7.611038786790379,2
baroda bnp paribas mutual fund,Baroda BNP Paribas Liquid-G,5,3,0.57%,2844.23,7.28,6.01,Rs.500.0,Mayank Prakash,11399.65,Debt,Low to Moderate,8.316,8.458598433044443,0
baroda bnp paribas mutual fund,Baroda BNP Paribas Ultra Short Duration Reg-G,4,4,0.59%,1454.46,7.31,6.13,Rs.500.0,Mayank Prakash,1385.73,Debt,Low to Moderate,9.376,9.326859569587432,0
baroda bnp paribas mutual fund,Baroda BNP Paribas Dynamic Bond-G,3,3,0.99%,43.34,8.64,5.82,Rs.500.0,Mayank Prakash,152.5,Debt,Moderate,8.784,8.758590924428676,0
baroda bnp paribas mutual fund,Baroda BNP Paribas Gilt-G,3,3,1.11%,39.96,9.2,5.5,Rs.500.0,Mayank Prakash,1631.93,Debt,Moderate,8.88,8.855885785888866,0
baroda bnp paribas mutual fund,Baroda BNP Paribas Corporate Bond-G,2,2,0.88%,25.63,7.95,5.0,Rs.500.0,Mayank Prakash,168.38,Debt,Moderate,7.18,7.200681711838547,2
baroda bnp paribas mutual fund,Baroda BNP ParibasLow Duration-G,3,3,0.54%,37.85,6.85,5.35,Rs.500.0,Mayank Prakash,214.74,Debt,Low to Moderate,7.880000000000001,7.861351418230934,0
baroda bnp paribas mutual fund,Baroda BNP Paribas Equity Savings Reg-G,3,3,2.76%,16.04,17.1,9.44,Rs.500.0,Mayank Prakash,245.08,Hybrid,Moderate,13.616,13.802023708984677,0
baroda bnp paribas mutual fund,Baroda BNP Paribas Money Market Reg-G,2,2,0.58%,1298.56,7.12,5.71,Rs.500.0,Mayank Prakash,324.89,Debt,Low to Moderate,7.132000000000001,7.11919273984275,2
360 one mutual fund,360 ONE Focused Equity Reg-G,4,4,4.44%,49.5,37.54,18.51,Rs.1000.0,Mayur Patel,8104.27,Equity,Very High,26.42,26.20918099906165,1
nippon india mutual fund,Nippon India Equity Hybrid-G,2,3,4.93%,104.48,29.88,17.22,Rs.100.0,Meenakshi Dawar,3893.74,Hybrid,Moderate ,21.84,21.83970708887425,1
nippon india mutual fund,Nippon India Value-G,4,4,6.38%,233.64,53.51,24.98,Rs.100.0,Meenakshi Dawar,8751.52,Equity,Very High,35.396,35.42989696648778,1
tata mutual fund,Tata India Pharma & HealthCare Reg-G,0,4,6.21%,31.54,54.71,20.14,Rs.100.0,Meeta Shetty,1183.18,Equity,High ,33.94,33.625790018616115,1
tata mutual fund,Tata Focused Equity Reg-G,3,3,6.83%,24.96,39.94,18.38,Rs.100.0,Meeta Shetty,1912.03,Equity,Moderately High ,26.328,26.372208927699873,1
nippon india mutual fund,Nippon India Nifty Midcap 150 Index Reg-G,0,3,5.44%,25.1,46.87,25.7,Rs.100.0,Mehul Dama,1585.14,Other,Very High,32.028000000000006,32.12383722042561,1
nippon india mutual fund,Nippon India Nifty Smallcap 250 Index Reg-G,0,2,7.87%,35.91,51.75,25.21,Rs.100.0,Mehul Dama,1789.7,Other,Very High,32.784000000000006,32.70247262604821,1
nippon india mutual fund,Nippon India Index Nifty 50-G,2,2,5.05%,42.72,26.97,13.87,Rs.100.0,Mehul Dama,1904.76,Other,Very High,18.336,18.371593280850696,2
nippon india mutual fund,Nippon India Gold Savings-G,0,2,3.74%,28.54,23.14,14.38,Rs.100.0,Mehul Dama,1906.77,Other,High,17.008000000000003,17.02148835144996,2
nippon india mutual fund,Nippon India Nifty Next 50 Junior BeES FoF Re,0,4,5.22%,27.77,65.18,21.0,Rs.100.0,Mehul Dama,492.76,Other,Low ,38.472,38.28655037584006,1
nippon india mutual fund,Nippon India Index BSE Sensex-G,2,2,4.97%,41.91,23.63,13.18,Rs.100.0,Mehul Dama,745.02,Other,Very High,16.724,16.781876220465815,2
nippon india mutual fund,Nippon India Nifty 50 Value 20 Index Reg-G,0,1,5.57%,20.45,38.08,18.54,Rs.100.0,Mehul Dama,845.87,Other,Very High,23.648,24.183913315217275,2
360 one mutual fund,360 ONE Liquid Reg-G,0,2,0.57%,1906.35,7.2,5.88,Rs.1000.0,Milan Mody,784.74,Debt,Low to Moderate,7.232,7.13221178194659,2
360 one mutual fund,360 ONE Dynamic Bond Reg-G,4,4,1.02%,21.09,9.44,6.27,Rs.1000.0,Milan Mody,789.78,Debt,Moderately High,10.283999999999999,10.205805564890106,0
bank of india mutual fund,Bank of India Liquid Reg-G Transfer,0,5,0.58%,2845.05,7.42,6.07,0,Mithraem Bharucha,1790.04,Debt,Low to Moderate,10.396,10.355079592083817,0
bank of india mutual fund,Bank of India Ultra Short Duration Reg-G,3,2,0.53%,2995.08,6.42,5.38,Rs.1000.0,Mithraem Bharucha,164.25,Debt,Low to Moderate,6.720000000000001,6.760007494833971,2
bank of india mutual fund,Bank of India Ultra Short Duration Reg-G Tran,0,2,0.53%,2995.08,6.42,5.38,Rs.1000.0,Mithraem Bharucha,164.25,Debt,Low to Moderate,6.720000000000001,6.760007494833971,2
bank of india mutual fund,Bank of India Short Term Income Reg-G,3,1,0.68%,24.76,7.01,12.45,Rs.1000.0,Mithraem Bharucha,71.55,Debt,Moderate,8.784,8.890973384000683,2
bank of india mutual fund,Bank of India Liquid Reg-G,3,5,0.58%,2845.6,7.42,6.07,Rs.5000.0,Mithraem Bharucha,1790.04,Debt,Low to Moderate,10.396,10.355079592083817,0
bank of india mutual fund,Bank of India Overnight Reg-G,0,5,0.55%,1247.78,6.86,5.75,Rs.5000.0,Mithraem Bharucha,38.55,Debt,Low,10.044,10.066151793441158,0
sbi mutual fund,SBI Infrastructure-G,3,4,4.41%,54.6,56.01,30.5,Rs.500.0,Mohit Jain,4790.48,Equity,High ,38.604,39.71838232879128,1
sbi mutual fund,SBI Banking & Financial Services Reg-G,4,4,5.48%,38.26,31.64,15.31,Rs.500.0,Mohit Jain,6120.42,Equity,Very High,22.78,22.80816081718531,1
aditya birla sun life mutual fund,Aditya Birla SL Dynamic Bond Reg-G,3,5,1.27%,43.53,8.98,6.93,Rs.1000.0,Mohit Sharma,1687.62,Debt,Moderate,11.364,11.431989657611568,0
tata mutual fund,Tata Equity Savings Reg-G,3,3,1.24%,52.63,15.61,8.81,Rs.100.0,Murthy Nagarajan,169.12,Hybrid,Low to Moderate,12.768,12.969022641845367,0
tata mutual fund,Tata Multi Asset Opportunities Reg-G,0,3,2.32%,22.72,25.09,14.44,Rs.100.0,Murthy Nagarajan,3263.01,Hybrid,Very High,18.812,19.091508814577626,2
tata mutual fund,Tata Hybrid Equity Reg-G,2,3,3.73%,447.71,26.16,14.07,Rs.100.0,Murthy Nagarajan,4267.59,Hybrid,Very High,19.092,19.21169153484386,2
tata mutual fund,Tata Retirement Savings Conservative Reg-G,5,2,1.89%,30.96,14.54,7.34,Rs.500.0,Murthy Nagarajan,175.7,Other,Moderately High,10.751999999999999,10.579384900651597,2
tata mutual fund,Tata Retirement Savings Progressive Reg-G,4,3,5.28%,67.78,37.37,15.38,Rs.500.0,Murthy Nagarajan,2131.58,Other,Very High,24.1,24.14294524005989,1
tata mutual fund,Tata Retirement SavingsModerate Reg-G,5,3,4.58%,65.17,31.3,14.33,Rs.500.0,Murthy Nagarajan,2205.81,Other,Very High,21.252000000000002,21.00914799490163,2
tata mutual fund,Tata Short Term Bond Reg-G,3,2,0.67%,45.08,7.25,5.13,Rs.500.0,Murthy Nagarajan,2441.0,Debt,Moderate,6.952,6.966746985286767,2
sundaram mutual fund,Sundaram Money Reg-G,5,3,0.29%,35.87,3.29,4.69,Rs.100.0,,3144.09,Debt,Low to Moderate,6.192,7.278643512399575,0
mirae asset mutual fund,Mirae Asset ELSS Tax Saver Reg-G,3,3,5.88%,49.33,35.05,16.71,Rs.500.0,Neelesh Surana,26041.77,Equity,Moderate ,23.704,23.65152489987404,1
mirae asset mutual fund,Mirae Asset Large & Midcap Reg-G,4,2,5.36%,154.59,35.32,16.66,Rs.500.0,Neelesh Surana,40204.84,Equity,High ,22.792,22.781449014945427,2
hsbc mutual fund,HSBC Large and Mid Cap Reg-G,3,3,4.59%,27.79,48.42,21.32,Rs.500.0,Neelotpal Sahai,3638.62,Equity,High ,30.896,30.57380069008108,1
taurus mutual fund,Taurus Infrastructure Reg-G,2,2,4.89%,72.52,46.48,23.2,Rs.500.0,Neha Raichura,10.56,Equity,High,29.872,29.834442477863604,1
bandhan mutual fund,Bandhan Nifty 50 Index Reg-G,2,3,5.04%,54.32,26.92,14.16,Rs.100.0,Nemish Sheth,1527.47,Other,Very High,19.432000000000002,19.548818041224845,2
sbi mutual fund,SBI Equity Savings Reg-G,3,4,1.79%,23.1,15.92,10.47,Rs.500.0,Nidhi Chawla,5088.38,Hybrid,Moderately High,14.556000000000001,14.776961974665715,0
motilal oswal mutual fund,Motilal Oswal Midcap Reg-G,4,5,9.08%,106.72,68.83,37.77,Rs.500.0,Niket Shah,15940.06,Equity,Very High,47.64,43.50346149088423,1
bank of india mutual fund,Bank of India Large & Mid Cap Equity Reg-,3,3,3.21%,92.48,41.58,18.63,Rs.1000.0,Nitin Gosar,379.19,Equity,Very High,27.084000000000003,27.033691982871613,1
bank of india mutual fund,Bank of India Manufacturing & Infrastruct,4,3,3.43%,59.41,55.52,29.13,Rs.1000.0,Nitin Gosar,502.75,Equity,High ,36.86,39.310840598410735,1
franklin templeton mutual fund,Franklin India Money Market Ret-G,4,3,0.60%,47.19,7.49,6.01,Rs.500.0,Pallab Roy,2060.4,Debt,Low to Moderate,8.4,8.376901293790755,0
franklin templeton mutual fund,Franklin India Liquid Super Inst-G,5,3,0.58%,3718.59,7.35,6.0,Rs.500.0,Pallab Roy,2736.36,Debt,Low to Moderate,8.34,8.321516317618185,0
franklin templeton mutual fund,Franklin India Floating Rate-G,3,3,0.65%,38.21,7.94,6.05,Rs.500.0,Pallab Roy,303.63,Debt,Low to Moderate,8.596,8.568007436963056,0
franklin templeton mutual fund,Franklin India Overnight Reg-G,0,2,0.53%,1282.51,6.69,5.59,Rs.500.0,Pallab Roy,324.82,Debt,Low,6.912000000000001,6.890916022084984,2
kotak mahindra mutual fund,Kotak Small Cap Reg-G,3,3,6.30%,285.63,43.03,21.75,Rs.100.0,Pankaj Tibrewal,17638.64,Equity,Very High ,28.912,29.088120880300206,1
kotak mahindra mutual fund,Kotak Emerging Equity Reg-G,4,4,5.90%,136.05,48.68,24.3,Rs.100.0,Pankaj Tibrewal,51366.36,Equity,High ,33.192,33.336752309426366,1
kotak mahindra mutual fund,Kotak Equity Hybrid Reg-G,4,4,4.36%,62.28,32.31,17.26,Rs.100.0,Pankaj Tibrewal,6510.25,Hybrid,Moderate ,23.828000000000003,23.87568751670835,1
union mutual fund,Union Equity Savings Reg-G,2,2,1.23%,16.4,13.1,7.52,Rs.500.0,Parijat Agrawal,129.26,Hybrid,Moderately High,10.248000000000001,10.311647126702466,2
union mutual fund,Union Balanced Advantage Reg-G,3,3,1.94%,19.94,19.4,10.19,Rs.500.0,Parijat Agrawal,1554.42,Hybrid,Very High,14.835999999999999,14.813962667442155,0
union mutual fund,Union Money Market Reg-G,2,1,0.53%,1166.99,6.49,5.23,Rs.500.0,Parijat Agrawal,179.08,Debt,Low to Moderate,5.688000000000001,5.976834103052793,2
union mutual fund,Union Corporate Bond Reg-G,3,2,0.80%,14.29,7.71,5.04,Rs.500.0,Parijat Agrawal,289.73,Debt,Moderate,7.1,7.142099709172665,2
union mutual fund,Union Liquid-G,0,4,0.58%,2378.78,7.35,6.02,Rs.500.0,Parijat Agrawal,5093.74,Debt,Low to Moderate,9.347999999999999,9.332787274891933,0
union mutual fund,Union Aggressive Hybrid Reg-G,2,2,4.65%,17.99,26.6,12.56,Rs.500.0,Parijat Agrawal,651.95,Hybrid,Very High,17.664,17.776096368249288,2
union mutual fund,Union Dynamic Bond-G,3,1,1.25%,22.13,8.94,4.73,Rs.500.0,Parijat Agrawal,80.69,Debt,Moderate,6.468,6.388820008083598,2
union mutual fund,Union Medium Duration Reg-G,2,2,0.84%,12.12,7.76,4.78,Rs.500.0,Parijat Agrawal,91.19,Debt,Moderate,7.016,6.932809313429054,2
whiteoak capital mutual fund,WhiteOak Capital Ultra Short Duration Reg-G,3,3,0.53%,1289.79,6.7,5.53,Rs.500.0,Piyush Baranwal,282.26,Debt,Low to Moderate,7.892000000000001,7.874320093545179,0
whiteoak capital mutual fund,WhiteOak Capital Liquid Reg-G,0,2,0.57%,1330.81,7.23,5.76,Rs.500.0,Piyush Baranwal,285.93,Debt,Low to Moderate,7.196,7.1774650621676015,2
invesco mutual fund,Invesco India Large & Mid Cap-G,4,3,8.02%,96.53,57.6,22.85,Rs.100.0,Pranav Gokhale,6205.14,Equity,High ,35.18000000000001,34.628425308311236,1
invesco mutual fund,Invesco India Mid Cap-G,4,3,9.02%,169.73,57.43,26.03,Rs.500.0,Pranav Gokhale,5589.05,Equity,High ,36.384,35.26428493563613,1
nippon india mutual fund,Nippon India Retirement - Income Generation S,3,1,2.20%,19.62,14.05,7.81,Rs.100.0,Pranay Sinha,163.15,Other,Moderately High,9.744000000000002,9.494838356988549,2
nippon india mutual fund,Nippon India Gilt Securities PF Auto Cap App,3,2,1.30%,36.25,9.49,5.54,Rs.100.0,Pranay Sinha,1876.87,Debt,Moderate,8.012,8.019484357267713,2
nippon india mutual fund,Nippon India Gilt Securities PF Defined Matur,3,2,1.30%,36.25,9.49,5.54,Rs.100.0,Pranay Sinha,1876.87,Debt,Moderate,8.012,8.019484357267713,2
nippon india mutual fund,Nippon India Gilt Securities-G,3,2,1.30%,36.25,9.49,5.53,Rs.100.0,Pranay Sinha,1876.87,Debt,Moderate,8.008000000000001,8.019484357267713,2
nippon india mutual fund,Nippon India Retirement Fund - Wealth Creatio,2,3,5.24%,29.97,39.24,19.49,Rs.500.0,Pranay Sinha,3467.01,Other,Moderate ,26.492,26.761866430613644,1
